msme_id,business_name,industry_type,business_age_years,state,udyam_registered,gst_filing_months,avg_monthly_turnover,gst_compliance_score,turnover_growth_rate,avg_monthly_upi_inflow,upi_transaction_consistency,num_unique_buyers,peak_to_offpeak_ratio,loan_amount_requested,loan_purpose,existing_loans,collateral_available,credit_score,credit_label,filed_months,total_months,gst_filing_pct,avg_monthly_balance_lakhs,total_bounces,low_balance_days_pct
MSME002142,Mital Ltd,Textile,5,Punjab,0,9,1558933.43,55.81,-11.49,960745.2,0.616,37,3.76,16131426.21,Working Capital,0,1,38.39,Reject,9,12,75.0,2.34,5,17.7
MSME002143,Nagi-Luthra,Services,1,Uttar Pradesh,1,10,2928694.37,58.58,62.01,1363592.35,0.9,26,1.77,10595454.22,Expansion,0,0,64.45,Review,10,12,83.33,4.39,6,16.6
MSME002144,Sri Saha Services,Manufacturing,14,Karnataka,1,12,438975.54,80.5,42.43,188224.87,1.0,65,2.45,5824210.13,Machinery,1,1,83.41,Approve,12,12,100.0,0.66,7,7.8
MSME002145,Sri Chakraborty Corporation,Food & Beverage,5,Delhi,1,12,165975.91,63.72,50.68,93205.2,0.965,169,2.68,1255626.98,Working Capital,0,0,65.55,Review,12,12,100.0,0.25,9,14.5
MSME002146,Sathe and Sons,Services,8,Punjab,1,11,439952.95,63.07,-9.22,306988.52,0.924,40,2.5,4101931.56,Expansion,0,0,69.42,Review,11,12,91.67,0.66,8,14.8
MSME002147,Global Ray Services,Manufacturing,14,Madhya Pradesh,1,12,272081.9,78.99,11.5,136573.91,1.0,56,1.65,4043322.1,Working Capital,0,1,86.54,Approve,12,12,100.0,0.41,10,8.4
MSME002148,Singh Sundaram Services,Manufacturing,16,Uttar Pradesh,1,9,4584554.75,61.55,7.68,3111649.38,0.899,27,1.65,55414990.63,Working Capital,1,1,75.09,Approve,9,12,75.0,6.88,7,15.4
MSME002149,"Prakash, Bhalla and Varma",Food & Beverage,6,Telangana,1,12,314124.28,62.54,-8.32,164307.77,0.8,155,2.87,1099847.27,Working Capital,0,0,73.25,Approve,12,12,100.0,0.47,10,15.0
MSME002150,Bhatti LLC,Manufacturing,8,Uttar Pradesh,1,8,1124560.34,47.86,29.3,457989.6,1.0,30,1.6,12400149.03,Expansion,1,1,72.31,Approve,8,12,66.67,1.69,5,20.9
MSME002151,"Toor, Raval and Deshmukh",Textile,2,Kerala,0,11,1009564.61,68.04,63.5,528106.18,0.706,187,4.77,5607524.18,Working Capital,0,1,69.59,Review,11,12,91.67,1.51,9,12.8
MSME002152,Shri Viswanathan Manufacturing,Manufacturing,19,Delhi,1,11,1935916.63,75.63,3.6,1101589.33,0.911,140,1.65,26347047.37,Expansion,1,0,86.01,Approve,11,12,91.67,2.9,9,9.7
MSME002153,Patel Balakrishnan Enterprises,Textile,9,Maharashtra,1,12,334352.6,73.52,18.88,177470.91,0.685,185,3.92,1521139.03,Machinery,1,0,69.78,Review,12,12,100.0,0.5,5,10.6
MSME002154,Singh Ghose Manufacturing,Manufacturing,5,Kerala,0,12,1666649.5,75.89,18.61,728596.07,0.935,64,1.71,10994483.9,Inventory,0,1,67.95,Review,12,12,100.0,2.5,6,9.6
MSME002155,Iyer Inc,Retail,5,Delhi,1,12,2108838.49,69.65,42.1,827826.86,0.848,399,2.97,7571894.73,Working Capital,0,0,78.2,Approve,12,12,100.0,3.16,10,12.1
MSME002156,Singh Krish Manufacturing,Manufacturing,19,Delhi,0,11,550538.18,84.24,15.19,425828.12,1.0,71,2.17,6128312.77,Expansion,0,1,83.78,Approve,11,12,91.67,0.83,8,6.3
MSME002157,Shri Bali Industries,Textile,4,Uttar Pradesh,1,12,116165.01,70.86,23.73,52128.25,0.651,84,4.66,963212.76,Inventory,1,1,67.39,Review,12,12,100.0,0.17,12,11.7
MSME002158,Bedi-Patel,Manufacturing,16,West Bengal,1,10,3428998.77,72.73,37.89,2238055.4,1.0,77,1.48,36318349.87,Working Capital,1,0,77.1,Approve,10,12,83.33,5.14,8,10.9
MSME002159,Sri Issac Corporation,Manufacturing,16,Madhya Pradesh,1,12,817359.1,77.87,18.09,384442.56,1.0,120,1.53,4694557.53,Working Capital,0,0,83.99,Approve,12,12,100.0,1.23,6,8.9
MSME002160,Shri Mahal Corporation,Manufacturing,16,Madhya Pradesh,1,9,666972.07,78.45,0.78,523454.03,0.764,42,1.23,6377067.75,Machinery,0,1,79.19,Approve,9,12,75.0,1.0,8,8.6
MSME002161,Kumar Pillay Exports,Textile,7,Gujarat,1,12,1295593.25,61.63,-12.34,1028881.62,0.844,197,3.82,14713040.05,Machinery,0,1,70.34,Approve,12,12,100.0,1.94,10,15.3
MSME002162,Tiwari-Ranganathan,Manufacturing,18,West Bengal,0,7,3687586.99,72.32,-0.47,2627583.37,1.0,103,2.03,56268070.96,Machinery,1,0,61.53,Review,7,12,58.33,5.53,5,11.1
MSME002163,"Dasgupta, Balasubramanian and Khurana",Food & Beverage,1,Delhi,1,12,305060.64,53.57,31.6,180210.54,0.631,140,2.58,1489542.95,Machinery,0,0,60.35,Review,12,12,100.0,0.46,12,18.6
MSME002164,Patel Pradhan Solutions,Food & Beverage,3,Uttar Pradesh,1,12,1796605.19,67.01,-26.24,1025922.04,0.536,208,2.93,6421808.62,Working Capital,0,0,57.61,Review,12,12,100.0,2.69,9,13.2
MSME002165,Global Suresh Exports,Textile,8,Gujarat,1,12,627116.76,71.54,21.83,291283.63,1.0,69,3.17,7484052.04,Machinery,0,1,76.12,Approve,12,12,100.0,0.94,6,11.4
MSME002166,Shri Sehgal Industries,Retail,1,Haryana,1,12,935245.41,71.47,-34.2,337636.95,1.0,236,2.23,3104792.73,Working Capital,0,0,68.5,Review,12,12,100.0,1.4,5,11.4
MSME002167,Sri Goel Exports,Food & Beverage,7,Rajasthan,1,11,192203.37,64.09,-9.91,65258.92,1.0,208,2.16,1354192.46,Machinery,0,0,74.93,Approve,11,12,91.67,0.29,5,14.4
MSME002168,Patel Som Exports,Services,7,Telangana,1,8,391496.33,62.98,31.3,208559.39,0.881,94,1.64,1843979.32,Machinery,0,1,66.46,Review,8,12,66.67,0.59,6,14.8
MSME002169,"Palla, Padmanabhan and Gade",Food & Beverage,8,Karnataka,1,8,1463368.12,53.41,3.88,1155174.54,1.0,195,4.78,10915948.13,Inventory,0,0,55.21,Review,8,12,66.67,2.2,6,18.6
MSME002170,Global Kuruvilla Corporation,Services,19,Haryana,1,10,50266.28,83.8,20.75,21284.7,1.0,81,2.43,170505.15,Working Capital,0,0,81.58,Approve,10,12,83.33,0.08,12,6.5
MSME002171,"Chana, Mane and Bala",Textile,17,Punjab,1,9,1332945.01,75.87,13.62,673771.99,1.0,173,2.73,7793211.53,Expansion,0,1,89.4,Approve,9,12,75.0,2.0,9,9.7
MSME002172,Patel Raju Corporation,Retail,11,Gujarat,1,11,697616.78,64.06,53.94,433017.54,0.845,113,2.7,4086572.69,Working Capital,1,0,63.96,Review,11,12,91.67,1.05,9,14.4
MSME002173,Gaba PLC,Services,15,Punjab,1,9,3896343.26,74.87,18.4,1852835.56,1.0,51,2.44,12507478.49,Expansion,1,1,78.84,Approve,9,12,75.0,5.84,5,10.1
MSME002174,Sri Kala Exports,Services,9,Rajasthan,1,11,1775582.36,63.51,-10.57,535897.17,0.985,23,2.06,9655523.71,Inventory,0,1,65.4,Review,11,12,91.67,2.66,11,14.6
MSME002175,Kar Ltd,Food & Beverage,17,Rajasthan,1,12,492310.08,83.27,30.21,245223.87,0.985,128,4.2,2147495.11,Inventory,1,0,78.13,Approve,12,12,100.0,0.74,11,6.7
MSME002176,Singh Jhaveri Solutions,Services,11,Bihar,0,8,115394.72,65.48,-11.33,81044.1,0.678,16,2.25,730927.21,Working Capital,0,1,52.27,Review,8,12,66.67,0.17,11,13.8
MSME002177,Rout-Varghese,Textile,6,Telangana,0,10,286549.46,69.55,39.8,221210.45,0.77,181,4.87,869042.99,Inventory,0,1,61.38,Review,10,12,83.33,0.43,5,12.2
MSME002178,Andra Group,Textile,9,Tamil Nadu,0,7,438037.6,53.86,34.84,191661.34,1.0,182,2.76,3881655.65,Working Capital,0,0,46.64,Review,7,12,58.33,0.66,12,18.5
MSME002179,Global Deo Exports,Textile,18,Maharashtra,0,12,3446238.48,87.39,22.41,2621976.88,1.0,48,2.08,23035183.55,Working Capital,1,1,79.01,Approve,12,12,100.0,5.17,11,5.0
MSME002180,Sharma Ghose Solutions,Food & Beverage,20,Telangana,0,8,1040862.37,73.43,33.88,763549.86,0.892,299,3.81,3593668.51,Working Capital,1,0,65.78,Review,8,12,66.67,1.56,11,10.6
MSME002181,Sri Anand Services,Retail,2,Maharashtra,0,11,170409.53,65.16,66.5,85777.67,0.686,385,4.96,551706.79,Working Capital,0,1,62.81,Review,11,12,91.67,0.26,12,13.9
MSME002182,Patel Kapur Exports,Food & Beverage,4,Tamil Nadu,0,12,645648.43,75.86,21.48,195204.64,1.0,216,4.55,4293691.17,Working Capital,0,0,57.17,Review,12,12,100.0,0.97,6,9.7
MSME002183,Global Krishnan Services,Textile,18,Tamil Nadu,0,9,331652.78,77.17,19.27,239598.56,1.0,118,2.02,1849546.97,Machinery,0,0,74.59,Approve,9,12,75.0,0.5,6,9.1
MSME002184,"Mody, Maharaj and Sampath",Food & Beverage,1,Telangana,0,9,183442.83,46.57,31.58,81336.03,0.587,193,3.73,1112356.61,Inventory,0,0,49.02,Review,9,12,75.0,0.28,11,21.4
MSME002185,Global Puri Manufacturing,Textile,11,Bihar,1,10,1222791.74,62.54,-3.32,828983.45,0.495,158,3.36,3776482.44,Expansion,0,0,68.02,Review,10,12,83.33,1.83,5,15.0
MSME002186,Sharaf-Krishnan,Manufacturing,3,Maharashtra,1,12,558031.62,58.48,0.89,326871.08,0.914,99,1.61,8729604.43,Machinery,1,1,66.88,Review,12,12,100.0,0.84,10,16.6
MSME002187,Sri Kamdar Enterprises,Manufacturing,8,West Bengal,0,8,164119.71,62.46,16.44,67425.67,0.666,27,2.16,814798.49,Working Capital,1,0,48.18,Review,8,12,66.67,0.25,8,15.0
MSME002188,Sharma Shukla Industries,Services,5,Karnataka,1,12,1432082.14,77.35,14.85,893770.83,1.0,67,1.4,7925098.19,Working Capital,0,0,75.62,Approve,12,12,100.0,2.15,12,9.1
MSME002189,Sri Mittal Manufacturing,Retail,20,West Bengal,0,8,530938.78,77.29,21.36,362323.3,1.0,469,2.95,3188687.84,Working Capital,0,0,75.91,Approve,8,12,66.67,0.8,8,9.1
MSME002190,Patel Verma Exports,Manufacturing,5,Bihar,1,12,427555.95,76.62,2.66,229692.71,0.8,85,2.11,4913098.51,Expansion,1,1,70.32,Approve,12,12,100.0,0.64,12,9.4
MSME002191,Global Ranganathan Enterprises,Textile,11,Bihar,1,8,3448082.09,56.83,-21.81,2323852.64,0.738,90,2.07,38041075.87,Machinery,0,1,62.8,Review,8,12,66.67,5.17,12,17.3
MSME002192,Shri Chaudry Corporation,Food & Beverage,12,Maharashtra,0,8,1427718.84,63.89,51.75,717408.61,1.0,189,3.88,11162337.25,Working Capital,0,0,63.43,Review,8,12,66.67,2.14,6,14.4
MSME002193,Vaidya Ltd,Food & Beverage,9,Madhya Pradesh,0,10,460725.02,65.4,-19.84,364030.72,0.641,117,3.84,2911105.07,Inventory,0,0,52.57,Review,10,12,83.33,0.69,11,13.8
MSME002194,Sharma Prasad Corporation,Services,13,Kerala,1,12,68049.78,79.14,35.34,28574.39,1.0,27,2.32,496137.85,Machinery,0,0,81.84,Approve,12,12,100.0,0.1,7,8.3
MSME002195,Sharma Mandal Manufacturing,Food & Beverage,20,Kerala,0,7,1509468.87,71.81,7.4,1039914.4,1.0,120,4.09,3909698.42,Expansion,0,1,76.99,Approve,7,12,58.33,2.26,12,11.3
MSME002196,Patel Misra Services,Manufacturing,3,Rajasthan,0,12,371520.67,60.71,29.99,250702.53,0.764,109,2.22,3450525.79,Expansion,0,1,58.34,Review,12,12,100.0,0.56,12,15.7
MSME002197,Kumar Chokshi Corporation,Food & Beverage,13,Kerala,1,12,329454.7,82.31,31.56,186050.14,0.629,187,2.7,1028538.09,Working Capital,0,0,79.99,Approve,12,12,100.0,0.49,11,7.1
MSME002198,Patel Subramaniam Exports,Manufacturing,11,Madhya Pradesh,1,12,461479.41,79.96,3.59,219280.77,0.986,22,2.48,3948214.53,Expansion,1,0,78.13,Approve,12,12,100.0,0.69,5,8.0
MSME002199,Sharma Bhatt Corporation,Manufacturing,11,Kerala,1,9,140186.83,70.72,-19.19,73300.88,0.797,57,1.15,798556.67,Inventory,1,1,81.35,Approve,9,12,75.0,0.21,9,11.7
MSME002200,Sri Nayar Services,Retail,20,Karnataka,1,10,761471.02,86.28,40.0,468109.52,1.0,102,3.33,5111094.72,Expansion,1,0,86.45,Approve,10,12,83.33,1.14,12,5.5
MSME002201,Shri Malhotra Services,Services,7,Tamil Nadu,1,10,193129.7,58.56,31.72,109152.04,0.973,18,2.33,1226092.29,Working Capital,0,0,67.97,Review,10,12,83.33,0.29,11,16.6
MSME002202,Singh Nair Manufacturing,Textile,17,Andhra Pradesh,1,11,930231.22,80.35,16.8,633273.58,1.0,144,4.35,3716379.3,Machinery,1,0,83.45,Approve,11,12,91.67,1.4,12,7.9
MSME002203,Lal-Misra,Manufacturing,16,Rajasthan,1,12,215815.09,76.41,35.62,103664.82,0.732,55,2.3,2212035.51,Machinery,1,1,89.47,Approve,12,12,100.0,0.32,9,9.4
MSME002204,Shri Guha Solutions,Services,14,Tamil Nadu,0,8,307770.62,59.48,23.2,108834.62,0.797,83,2.08,1529778.32,Working Capital,0,0,54.16,Review,8,12,66.67,0.46,10,16.2
MSME002205,Sharma Doctor Manufacturing,Textile,1,Maharashtra,1,9,891360.43,49.42,20.44,492741.93,0.622,35,2.64,6696088.5,Working Capital,0,0,51.55,Review,9,12,75.0,1.34,9,20.2
MSME002206,"Khosla, Bhandari and Raval",Food & Beverage,11,Telangana,1,9,461810.4,56.02,9.99,198350.28,0.429,173,3.75,1635339.24,Machinery,1,0,55.82,Review,9,12,75.0,0.69,7,17.6
MSME002207,Global Nagarajan Services,Services,13,Rajasthan,1,12,1119470.72,80.91,-38.75,680995.35,1.0,75,1.96,9149271.0,Working Capital,0,0,80.06,Approve,12,12,100.0,1.68,11,7.6
MSME002208,Kumar Dey Services,Services,1,Bihar,0,7,1225655.67,38.47,32.53,686565.07,0.647,83,1.45,3138848.0,Working Capital,0,1,43.02,Reject,7,12,58.33,1.84,7,24.6
MSME002209,Sri Bal Traders,Services,2,Gujarat,0,10,2626375.94,45.36,-15.6,1810556.03,0.704,13,2.05,9328018.83,Expansion,1,1,46.55,Review,10,12,83.33,3.94,6,21.9
MSME002210,Singh Tank Traders,Food & Beverage,9,Rajasthan,1,8,397816.33,55.52,25.99,233762.29,0.977,297,3.79,2159373.51,Working Capital,0,0,63.48,Review,8,12,66.67,0.6,5,17.8
MSME002211,Singh Merchant Exports,Food & Beverage,13,Andhra Pradesh,0,8,1694696.88,58.46,7.72,873412.49,1.0,287,3.37,9981301.13,Working Capital,1,0,55.69,Review,8,12,66.67,2.54,9,16.6
MSME002212,Patel Lad Enterprises,Services,5,Delhi,0,12,360567.94,58.84,-28.2,129778.5,0.854,46,1.76,1013922.99,Inventory,0,0,52.48,Review,12,12,100.0,0.54,7,16.5
MSME002213,Shri Sahota Enterprises,Retail,9,Tamil Nadu,0,6,1125158.7,44.37,13.42,405136.66,1.0,298,2.0,6748439.27,Expansion,0,0,59.16,Review,6,12,50.0,1.69,12,22.3
MSME002214,Singh Ravel Corporation,Manufacturing,13,Maharashtra,0,10,2555457.6,67.05,3.76,1584832.21,0.814,95,2.38,16402297.5,Inventory,0,0,67.5,Review,10,12,83.33,3.83,12,13.2
MSME002215,Sharma Rama Corporation,Food & Beverage,5,Madhya Pradesh,1,12,1526360.29,64.6,49.46,1130081.52,0.641,59,2.43,4403679.75,Machinery,0,0,64.46,Review,12,12,100.0,2.29,6,14.2
MSME002216,"Banik, Gupta and Oza",Retail,15,Kerala,1,12,76835.99,79.83,-35.06,38986.11,0.981,466,4.57,162946.93,Working Capital,1,1,85.02,Approve,12,12,100.0,0.12,9,8.1
MSME002217,Singh Kapadia Exports,Food & Beverage,7,Delhi,1,10,9142.46,60.76,-5.75,5169.1,1.0,61,3.24,45258.71,Working Capital,0,1,68.48,Review,10,12,83.33,0.01,11,15.7
MSME002218,"Warrior, Soni and Parmer",Services,14,Punjab,1,11,1033455.67,68.67,-14.45,615532.67,1.0,48,1.82,8415084.78,Expansion,0,1,75.89,Approve,11,12,91.67,1.55,12,12.5
MSME002219,Sharma Tripathi Solutions,Retail,16,Uttar Pradesh,1,10,443750.89,65.77,34.75,239025.89,1.0,187,3.54,2472945.77,Machinery,1,1,94.67,Approve,10,12,83.33,0.67,9,13.7
MSME002220,Singh Mital Exports,Textile,6,Gujarat,0,8,805214.17,57.05,20.31,265544.98,0.968,198,3.1,8689835.78,Expansion,0,0,46.36,Review,8,12,66.67,1.21,6,17.2
MSME002221,Global Garde Traders,Manufacturing,2,West Bengal,1,10,740787.6,51.41,50.51,440449.83,0.867,108,1.76,7711164.58,Expansion,0,1,56.76,Review,10,12,83.33,1.11,8,19.4
MSME002222,"Golla, Memon and Chatterjee",Manufacturing,16,Tamil Nadu,0,12,441696.36,86.27,-12.87,162787.73,1.0,122,2.07,1814406.54,Working Capital,0,0,77.07,Approve,12,12,100.0,0.66,11,5.5
MSME002223,Kumar Sinha Services,Food & Beverage,19,West Bengal,1,12,791543.57,84.64,-9.09,457434.62,0.645,188,3.53,5642413.23,Inventory,1,1,80.09,Approve,12,12,100.0,1.19,8,6.1
MSME002224,Patel Dave Industries,Manufacturing,5,Andhra Pradesh,1,10,996691.55,68.85,16.45,685413.46,0.869,121,2.46,14975893.25,Working Capital,0,0,64.88,Review,10,12,83.33,1.5,8,12.5
MSME002225,Singh Kuruvilla Traders,Textile,4,Maharashtra,1,12,507168.96,62.31,87.56,153532.22,0.921,110,2.77,5507619.63,Expansion,0,1,77.08,Approve,12,12,100.0,0.76,11,15.1
MSME002226,Patel Goswami Enterprises,Retail,14,West Bengal,1,10,458046.25,74.77,28.59,236002.91,0.985,112,2.98,1438717.78,Working Capital,0,1,85.7,Approve,10,12,83.33,0.69,7,10.1
MSME002227,"Nayak, Chakraborty and Kapadia",Retail,6,Maharashtra,0,10,927524.36,55.07,-6.93,624080.26,0.896,367,4.33,7367589.08,Inventory,0,0,53.18,Review,10,12,83.33,1.39,10,18.0
MSME002228,Kapoor-Mohanty,Services,8,Madhya Pradesh,0,8,260225.87,55.69,20.45,146837.16,0.451,82,2.05,2526747.2,Working Capital,0,0,40.73,Reject,8,12,66.67,0.39,11,17.7
MSME002229,Shri Salvi Corporation,Retail,3,Punjab,1,12,116534.07,66.09,44.84,48670.85,0.949,228,4.93,831850.15,Machinery,0,0,63.67,Review,12,12,100.0,0.17,5,13.6
MSME002230,Global Narula Solutions,Food & Beverage,4,Maharashtra,0,10,102958.05,51.32,-28.48,66797.51,0.571,290,3.89,565025.34,Working Capital,1,1,46.78,Review,10,12,83.33,0.15,12,19.5
MSME002231,Sharma Prabhu Corporation,Textile,1,Karnataka,0,8,312414.25,37.31,12.93,216108.24,0.532,99,3.72,1494377.75,Inventory,0,0,29.82,Reject,8,12,66.67,0.47,9,25.1
MSME002232,Sharma Lad Manufacturing,Services,2,Karnataka,1,10,3152337.31,64.14,15.73,1517102.1,0.474,76,2.06,12460741.66,Machinery,0,0,49.13,Review,10,12,83.33,4.73,10,14.3
MSME002233,Patel Menon Manufacturing,Food & Beverage,13,Gujarat,0,10,466943.14,79.03,59.89,209517.54,1.0,185,3.08,2387453.19,Expansion,1,1,70.9,Approve,10,12,83.33,0.7,9,8.4
MSME002234,Dalal-Singhal,Food & Beverage,9,Madhya Pradesh,1,10,176277.65,68.37,17.41,100931.13,1.0,183,3.15,1296564.46,Working Capital,0,1,80.59,Approve,10,12,83.33,0.26,6,12.7
MSME002235,Sharma Bera Exports,Food & Beverage,12,Maharashtra,1,12,507576.55,85.22,56.59,245013.05,0.986,237,2.84,2181219.45,Inventory,1,1,85.65,Approve,12,12,100.0,0.76,11,5.9
MSME002236,Global Bobal Exports,Manufacturing,10,Gujarat,0,12,189532.61,66.91,-3.7,136078.44,1.0,41,1.25,1881676.48,Working Capital,0,1,71.65,Approve,12,12,100.0,0.28,6,13.2
MSME002237,Sri Sodhi Corporation,Food & Beverage,10,Karnataka,1,9,318583.13,67.09,28.7,219671.05,0.984,151,4.52,1438457.66,Working Capital,1,0,73.03,Approve,9,12,75.0,0.48,8,13.2
MSME002238,Sharma Hayer Exports,Manufacturing,18,Gujarat,1,10,405533.72,74.38,-19.67,184900.65,1.0,112,2.47,5215108.31,Working Capital,0,1,93.35,Approve,10,12,83.33,0.61,6,10.2
MSME002239,Global Tella Traders,Retail,12,Gujarat,1,11,90405.92,74.62,30.39,47778.56,1.0,315,3.42,234511.57,Working Capital,1,0,70.98,Approve,11,12,91.67,0.14,5,10.2
MSME002240,Kumar Dar Enterprises,Manufacturing,16,Telangana,0,10,2464111.24,80.96,5.33,1835131.95,0.862,46,2.4,31149461.13,Working Capital,0,1,77.03,Approve,10,12,83.33,3.7,8,7.6
MSME002241,Global Raj Solutions,Food & Beverage,6,Telangana,0,11,253390.62,55.5,6.88,94689.11,1.0,117,2.74,1700802.44,Machinery,0,0,55.85,Review,11,12,91.67,0.38,9,17.8
MSME002242,"Misra, Sachdev and Bhagat",Textile,10,Maharashtra,1,10,549213.69,70.56,32.82,371881.4,0.678,154,4.54,5182626.84,Working Capital,1,1,82.42,Approve,10,12,83.33,0.82,6,11.8
MSME002243,Devan and Sons,Textile,15,Delhi,1,10,1327145.69,72.86,35.34,608366.18,1.0,132,3.19,12068415.17,Machinery,0,0,80.51,Approve,10,12,83.33,1.99,10,10.9
MSME002244,Sharma Oommen Traders,Retail,9,West Bengal,1,12,674779.85,72.29,22.62,242744.29,0.874,208,4.66,2929912.33,Working Capital,1,0,76.79,Approve,12,12,100.0,1.01,11,11.1
MSME002245,Singh Rout Manufacturing,Food & Beverage,2,Gujarat,0,6,436822.63,46.15,90.29,156596.3,0.747,160,2.73,2141086.69,Machinery,0,1,42.4,Reject,6,12,50.0,0.66,7,21.5
MSME002246,Kumar Shankar Corporation,Manufacturing,18,Haryana,1,12,498725.6,94.19,16.71,218513.46,1.0,99,1.94,3262713.46,Machinery,1,1,91.72,Approve,12,12,100.0,0.75,6,2.3
MSME002247,Kumar Dhar Enterprises,Textile,12,Delhi,0,11,1378069.12,64.98,23.18,791066.51,0.87,75,4.89,12719569.61,Working Capital,1,0,60.4,Review,11,12,91.67,2.07,5,14.0
MSME002248,Global Mutti Manufacturing,Services,3,Karnataka,0,7,526317.27,46.03,32.42,396814.25,0.827,34,1.81,2140994.44,Machinery,0,1,47.05,Review,7,12,58.33,0.79,11,21.6
MSME002249,Sri Gole Traders,Food & Beverage,7,Tamil Nadu,0,12,473383.36,69.22,32.53,213731.37,0.839,248,2.63,2531564.29,Working Capital,1,0,66.89,Review,12,12,100.0,0.71,9,12.3
MSME002250,Global Buch Industries,Food & Beverage,9,West Bengal,1,12,1513741.09,65.86,15.6,604912.0,1.0,174,2.69,9811583.4,Working Capital,0,0,70.39,Approve,12,12,100.0,2.27,11,13.7
MSME002251,Global Sura Corporation,Services,8,Kerala,1,9,2160287.15,66.52,-10.57,1165102.25,1.0,17,1.35,8389367.23,Expansion,0,0,60.85,Review,9,12,75.0,3.24,9,13.4
MSME002252,Global Natarajan Manufacturing,Textile,6,Madhya Pradesh,1,10,793992.44,52.1,24.47,300378.78,1.0,164,2.06,4317548.49,Expansion,0,1,66.88,Review,10,12,83.33,1.19,6,19.2
MSME002253,Shri Goel Corporation,Services,1,Bihar,1,12,601904.86,52.14,-35.09,262337.47,0.918,61,1.79,3486807.96,Working Capital,0,0,61.96,Review,12,12,100.0,0.9,9,19.1
MSME002254,Global Munshi Enterprises,Retail,14,West Bengal,0,9,971875.83,62.45,36.42,771004.29,0.425,378,4.35,5717459.75,Inventory,1,0,52.48,Review,9,12,75.0,1.46,8,15.0
MSME002255,Shri Bhardwaj Enterprises,Manufacturing,16,Gujarat,1,10,490645.8,71.73,44.31,284096.33,0.95,32,2.2,3865685.83,Machinery,1,1,85.84,Approve,10,12,83.33,0.74,6,11.3
MSME002256,Sharma Agrawal Services,Manufacturing,16,Haryana,1,9,492192.94,62.72,2.86,340575.31,1.0,96,1.59,3019073.0,Expansion,1,0,79.54,Approve,9,12,75.0,0.74,10,14.9
MSME002257,Sri Seth Manufacturing,Textile,4,Maharashtra,0,8,533461.4,52.16,3.02,216534.68,0.956,186,4.83,2347375.67,Expansion,0,0,44.18,Reject,8,12,66.67,0.8,9,19.1
MSME002258,Kadakia-Ganguly,Services,6,Maharashtra,1,12,156399.3,67.74,-33.81,87588.96,1.0,87,1.86,699192.44,Inventory,0,1,73.84,Approve,12,12,100.0,0.23,6,12.9
MSME002259,Shri Dutt Traders,Food & Beverage,15,Gujarat,1,12,6780085.59,80.74,13.65,3764740.9,1.0,284,2.27,30019873.75,Working Capital,1,0,87.54,Approve,12,12,100.0,10.17,10,7.7
MSME002260,Chakrabarti-Dayal,Food & Beverage,8,Gujarat,0,11,246471.08,60.74,24.58,174090.88,0.866,214,2.25,630391.89,Inventory,0,0,53.96,Review,11,12,91.67,0.37,9,15.7
MSME002261,Sharma Saraf Corporation,Food & Beverage,1,Uttar Pradesh,1,12,697876.21,60.26,34.97,216889.95,0.852,189,3.53,5382636.67,Inventory,0,1,74.29,Approve,12,12,100.0,1.05,11,15.9
MSME002262,Sri Sanghvi Exports,Retail,13,West Bengal,0,11,433515.58,73.14,21.73,316570.35,1.0,418,2.73,3465452.78,Working Capital,1,0,72.17,Approve,11,12,91.67,0.65,8,10.7
MSME002263,Sanghvi-Sood,Retail,18,Telangana,0,12,1010083.59,84.67,8.39,343223.85,1.0,237,2.72,7300260.76,Working Capital,1,0,78.09,Approve,12,12,100.0,1.52,7,6.1
MSME002264,Agrawal-Barad,Food & Beverage,18,Telangana,0,9,251140.14,68.87,37.77,190439.11,0.532,204,2.04,1749076.68,Machinery,0,0,63.67,Review,9,12,75.0,0.38,6,12.5
MSME002265,"Iyengar, Prakash and Atwal",Textile,13,Kerala,1,8,746041.26,54.72,-9.16,277094.48,0.954,93,3.45,5119452.62,Inventory,0,0,69.72,Review,8,12,66.67,1.12,5,18.1
MSME002266,Kumar Nagy Traders,Retail,14,Haryana,1,12,159490.14,76.21,-8.53,90290.43,1.0,220,2.26,641530.11,Working Capital,0,0,88.17,Approve,12,12,100.0,0.24,10,9.5
MSME002267,Kumar Wali Industries,Retail,11,Bihar,1,11,1899383.88,75.68,-18.73,664205.83,0.813,439,2.23,8731768.58,Working Capital,0,0,77.54,Approve,11,12,91.67,2.85,7,9.7
MSME002268,Kumar Halder Industries,Manufacturing,7,Haryana,1,10,1467890.37,53.63,-1.42,768581.04,1.0,39,1.46,6204196.32,Expansion,0,1,70.96,Approve,10,12,83.33,2.2,9,18.5
MSME002269,Sri Badami Solutions,Manufacturing,18,Delhi,0,7,121276.32,63.81,-13.62,54530.61,0.709,49,2.16,717587.42,Machinery,0,0,60.13,Review,7,12,58.33,0.18,10,14.5
MSME002270,Global Agrawal Exports,Textile,4,Kerala,0,10,584978.07,57.95,-63.33,298366.66,0.764,55,2.31,4631772.46,Expansion,0,0,43.84,Reject,10,12,83.33,0.88,10,16.8
MSME002271,Singh Kothari Corporation,Retail,17,Punjab,1,10,83401.9,86.43,-3.05,47748.98,0.925,151,3.78,630747.41,Working Capital,0,1,91.2,Approve,10,12,83.33,0.13,5,5.4
